CropType,Location,LandType,LandSize,Income,LoanName
Cotton,Haveri,Dryland,3.57,34510,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,3.75,38943,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.73,42642,Pest Management Loan
Cotton,Haveri,Dryland,4.31,35447,Pest Management Loan
Cotton,Haveri,Black cotton soil land,2.13,35030,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.71,44940,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,3.55,32264,Pest Management Loan
Cotton,Haveri,Dryland,2.83,41801,Pest Management Loan
Cotton,Haveri,Dryland,3.29,31782,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,4.54,41687,Crop Loan
Cotton,Haveri,Dryland,4.13,35905,Kisan Credit Card
Cotton,Haveri,Dryland,4.16,35470,Pest Management Loan
Cotton,Haveri,Dryland,3.9,41003,Pest Management Loan
Cotton,Haveri,Dryland,2.18,35479,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,4.93,36067,Pest Management Loan
Cotton,Haveri,Dryland,4.5,34695,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.8,40853,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.29,35837,Kisan Credit Card
Cotton,Haveri,Dryland,2.36,37507,Kisan Credit Card
Cotton,Haveri,Dryland,4.88,34411,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,4.12,36853,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,4.61,37722,Pest Management Loan
Cotton,Haveri,Dryland,4.31,35447,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.73,42642,Pest Management Loan
Cotton,Haveri,Dryland,2.49,44670,Pest Management Loan
Cotton,Haveri,Black cotton soil land,2.94,37229,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.93,33789,Kisan Credit Card
Cotton,Haveri,Dryland,3.46,43571,Pest Management Loan
Cotton,Haveri,Black cotton soil land,2.79,33068,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,2.38,34686,Pest Management Loan
Cotton,Haveri,Dryland,3.6,44128,Pest Management Loan
Cotton,Haveri,Dryland,3.75,30429,Crop Loan
Cotton,Haveri,Black cotton soil land,2.38,34686,Pest Management Loan
Cotton,Haveri,Dryland,3.7,41543,Kisan Credit Card
Cotton,Haveri,Dryland,2.04,34170,Pest Management Loan
Cotton,Haveri,Dryland,2.04,34170,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.21,35814,Crop Loan
Cotton,Haveri,Black cotton soil land,3.54,41599,Pest Management Loan
Cotton,Haveri,Dryland,3.46,43571,Pest Management Loan
Cotton,Haveri,Dryland,3.62,43452,Pest Management Loan
Cotton,Haveri,Dryland,2.04,32260,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.64,37671,Pest Management Loan
Cotton,Haveri,Dryland,4.47,34779,Pest Management Loan
Cotton,Haveri,Dryland,2.04,32260,Pest Management Loan
Cotton,Haveri,Black cotton soil land,2.16,33233,Pest Management Loan
Cotton,Haveri,Dryland,2.83,41801,Pest Management Loan
Cotton,Haveri,Dryland,3.67,38013,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.64,37671,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.12,36068,Pest Management Loan
Cotton,Haveri,Dryland,4.88,34411,Kisan Credit Card
Cotton,Haveri,Dryland,2.84,33529,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.53,38623,Pest Management Loan
Cotton,Haveri,Dryland,3.62,43452,Pest Management Loan
Cotton,Haveri,Dryland,2.9,38372,Crop Loan
Cotton,Haveri,Black cotton soil land,3.98,38115,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.93,36067,Pest Management Loan
Cotton,Haveri,Dryland,2.66,35582,Pest Management Loan
Cotton,Haveri,Dryland,2.48,35667,Pest Management Loan
Cotton,Haveri,Dryland,2.84,33529,Pest Management Loan
Cotton,Haveri,Dryland,4.35,35774,Pest Management Loan
Cotton,Haveri,Dryland,3.61,30438,Crop Loan
Cotton,Haveri,Black cotton soil land,3.68,41358,Crop Loan
Cotton,Haveri,Dryland,3.89,39528,Pest Management Loan
Cotton,Haveri,Dryland,2.2,37225,Kisan Credit Card
Cotton,Haveri,Dryland,3.89,38356,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,3.98,38115,Pest Management Loan
Cotton,Haveri,Dryland,2.49,40367,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,4.53,38623,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.53,38623,Pest Management Loan
Cotton,Haveri,Dryland,4.2,33645,Crop Loan
Cotton,Haveri,Dryland,2.81,39558,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.66,43699,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.16,31576,Pest Management Loan
Cotton,Haveri,Dryland,2.36,37507,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,2.94,37229,Pest Management Loan
Cotton,Haveri,Dryland,4.16,35470,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.73,42642,Pest Management Loan
Cotton,Haveri,Dryland,4.93,39905,Crop Loan
Cotton,Haveri,Dryland,3.46,43571,Pest Management Loan
Cotton,Haveri,Dryland,2.55,43873,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,3.16,31576,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.53,38623,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.69,39478,Crop Loan
Cotton,Haveri,Black cotton soil land,3.71,44940,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,2.38,34686,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.66,43699,Pest Management Loan
Cotton,Haveri,Dryland,3.6,44128,Pest Management Loan
Cotton,Haveri,Dryland,2.49,44670,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.73,42642,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.75,40865,Pest Management Loan
Cotton,Haveri,Dryland,2.66,34045,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.55,32264,Pest Management Loan
Cotton,Haveri,Dryland,2.83,44662,Crop Loan
Cotton,Haveri,Black cotton soil land,4.61,37722,Pest Management Loan
Cotton,Haveri,Dryland,4.12,31757,Crop Loan
Cotton,Haveri,Black cotton soil land,3.39,34641,Crop Loan
Cotton,Haveri,Black cotton soil land,3.76,36880,Crop Loan
Cotton,Haveri,Black cotton soil land,4.47,40646,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.64,37671,Pest Management Loan
Cotton,Haveri,Dryland,3.57,34510,Kisan Credit Card
Cotton,Haveri,Dryland,2.99,41170,Crop Loan
Cotton,Haveri,Black cotton soil land,4.62,30660,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,2.62,33634,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,4.47,39119,Crop Loan
Cotton,Haveri,Dryland,2.48,35667,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.71,44940,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,3.7,34823,Kisan Credit Card
Cotton,Haveri,Dryland,2.84,33529,Pest Management Loan
Cotton,Haveri,Dryland,3.89,38356,Kisan Credit Card
Cotton,Haveri,Dryland,4.98,44220,Crop Loan
Cotton,Haveri,Dryland,2.84,33529,Pest Management Loan
Cotton,Haveri,Black cotton soil land,2.21,38680,Pest Management Loan
Cotton,Haveri,Black cotton soil land,2.6,44828,Crop Loan
Cotton,Haveri,Dryland,2.55,43873,Kisan Credit Card
Cotton,Haveri,Dryland,2.48,35667,Pest Management Loan
Cotton,Haveri,Dryland,3.9,41003,Pest Management Loan
Cotton,Haveri,Dryland,2.81,39558,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.93,36067,Pest Management Loan
Cotton,Haveri,Black cotton soil land,2.14,43735,Kisan Credit Card
Cotton,Haveri,Dryland,3.02,41815,Crop Loan
Cotton,Haveri,Black cotton soil land,4.53,38623,Pest Management Loan
Cotton,Haveri,Dryland,3.89,39528,Pest Management Loan
Cotton,Haveri,Dryland,4.4,42262,Crop Loan
Cotton,Haveri,Black cotton soil land,2.38,34686,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.98,38115,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.61,37722,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.43,32297,Kisan Credit Card
Cotton,Haveri,Dryland,3.9,41003,Pest Management Loan
Cotton,Haveri,Dryland,3.46,43571,Pest Management Loan
Cotton,Haveri,Dryland,3.57,34510,Kisan Credit Card
Cotton,Haveri,Dryland,4.88,34411,Kisan Credit Card
Cotton,Haveri,Dryland,3.9,41003,Pest Management Loan
Cotton,Haveri,Dryland,3.87,43467,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,2.22,37821,Crop Loan
Cotton,Haveri,Dryland,3.67,38013,Pest Management Loan
Cotton,Haveri,Dryland,2.55,43873,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,3.75,40865,Pest Management Loan
Cotton,Haveri,Dryland,3.51,33619,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,4.64,37671,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.65,43473,Crop Loan
Cotton,Haveri,Dryland,3.5,43619,Crop Loan
Cotton,Haveri,Dryland,2.04,34170,Pest Management Loan
Cotton,Haveri,Dryland,2.36,37507,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,4.49,42217,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,2.16,33233,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.16,31576,Pest Management Loan
Cotton,Haveri,Black cotton soil land,2.14,43735,Kisan Credit Card
Cotton,Haveri,Dryland,3.29,31782,Kisan Credit Card
Cotton,Haveri,Dryland,4.93,31527,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.98,38115,Pest Management Loan
Cotton,Haveri,Black cotton soil land,2.32,31137,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,2.13,35030,Pest Management Loan
Cotton,Haveri,Black cotton soil land,4.47,40646,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.62,41836,Kisan Credit Card
Cotton,Haveri,Dryland,3.57,34510,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,2.38,34686,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.59,35019,Pest Management Loan
Cotton,Haveri,Black cotton soil land,2.21,38680,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.28,41391,Pest Management Loan
Cotton,Haveri,Black cotton soil land,3.75,38943,Pest Management Loan
Cotton,Haveri,Dryland,4.88,34411,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,2.38,34686,Pest Management Loan
Cotton,Haveri,Dryland,2.2,37225,Kisan Credit Card
Cotton,Haveri,Black cotton soil land,3.28,41391,Pest Management Loan
Wheat,Kalaburagi,Irrigated,4.16,32319,Crop Loan
Wheat,Kalaburagi,Dryland,2.58,30951,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.83,30964,Crop Loan
Wheat,Kalaburagi,Irrigated,1.58,26225,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,1.58,29153,Crop Loan
Wheat,Kalaburagi,Dryland,2.69,29772,Crop Loan
Wheat,Kalaburagi,Irrigated,1.87,27815,PM Kisan Loan
Wheat,Kalaburagi,Dryland,1.76,26733,Crop Loan
Wheat,Kalaburagi,Irrigated,4.68,29614,Crop Loan
Wheat,Kalaburagi,Irrigated,3.63,33467,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.93,34337,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.4,30970,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.27,28989,Crop Loan
Wheat,Kalaburagi,Dryland,2.52,27602,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,4.43,29858,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,4.12,33898,Crop Loan
Wheat,Kalaburagi,Dryland,4.19,32156,Crop Loan
Wheat,Kalaburagi,Irrigated,2.43,30881,Crop Loan
Wheat,Kalaburagi,Irrigated,1.87,27815,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,4.92,27031,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.95,34747,Crop Loan
Wheat,Kalaburagi,Irrigated,3.76,27535,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.55,32615,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.16,34583,Crop Loan
Wheat,Kalaburagi,Irrigated,3.49,33307,Crop Loan
Wheat,Kalaburagi,Irrigated,4.64,30690,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.45,28968,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.58,30951,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,4.72,31413,Crop Loan
Wheat,Kalaburagi,Irrigated,2.08,28940,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.52,27602,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,4.43,29858,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.26,34104,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.16,33418,Crop Loan
Wheat,Kalaburagi,Dryland,3.4,27856,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.17,31820,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.09,30366,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.58,32935,Crop Loan
Wheat,Kalaburagi,Dryland,2.55,32615,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.21,27439,Crop Loan
Wheat,Kalaburagi,Dryland,2.02,33566,Crop Loan
Wheat,Kalaburagi,Dryland,4.55,31011,Crop Loan
Wheat,Kalaburagi,Dryland,2.12,27724,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.19,33990,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.49,27984,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.44,25504,Crop Loan
Wheat,Kalaburagi,Dryland,2.24,34569,Crop Loan
Wheat,Kalaburagi,Irrigated,2.59,31743,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.78,28682,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.17,34558,Crop Loan
Wheat,Kalaburagi,Irrigated,1.75,28674,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.79,25619,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,1.81,34293,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.28,30467,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.84,27426,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.72,32574,Crop Loan
Wheat,Kalaburagi,Irrigated,3.27,30806,Crop Loan
Wheat,Kalaburagi,Irrigated,3.01,32313,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.37,28075,Crop Loan
Wheat,Kalaburagi,Dryland,4.43,34465,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.95,30630,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,1.69,27085,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.13,26348,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.21,25710,Crop Loan
Wheat,Kalaburagi,Irrigated,2.61,28615,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,1.86,28051,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.69,27706,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,1.69,27085,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.63,29823,Crop Loan
Wheat,Kalaburagi,Dryland,3.14,30856,Crop Loan
Wheat,Kalaburagi,Dryland,2.95,32313,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.71,28394,Crop Loan
Wheat,Kalaburagi,Irrigated,3.93,28118,Crop Loan
Wheat,Kalaburagi,Irrigated,1.94,26821,Crop Loan
Wheat,Kalaburagi,Irrigated,1.81,34293,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.56,25244,Crop Loan
Wheat,Kalaburagi,Dryland,2.42,34191,Crop Loan
Wheat,Kalaburagi,Irrigated,4.95,34054,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,1.62,32180,Crop Loan
Wheat,Kalaburagi,Dryland,3.89,26786,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.71,33732,Crop Loan
Wheat,Kalaburagi,Dryland,2.84,27426,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.64,26254,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.86,25416,Crop Loan
Wheat,Kalaburagi,Dryland,3.18,33885,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.18,34595,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.68,32957,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.8,28242,Crop Loan
Wheat,Kalaburagi,Irrigated,2.02,29185,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.76,27535,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.64,26254,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.45,28968,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,1.58,28521,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.88,27270,Crop Loan
Wheat,Kalaburagi,Dryland,4.79,25619,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.04,33688,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.27,29016,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.24,33880,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,1.75,28674,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.34,31275,Crop Loan
Wheat,Kalaburagi,Irrigated,2.09,30366,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.15,28854,Crop Loan
Wheat,Kalaburagi,Dryland,2.88,32087,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.19,25704,Crop Loan
Wheat,Kalaburagi,Dryland,2.5,25150,Crop Loan
Wheat,Kalaburagi,Irrigated,2.01,29719,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.59,31743,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.09,27128,Crop Loan
Wheat,Kalaburagi,Irrigated,4.22,34654,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,4.34,26971,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.89,26786,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.27,28455,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.87,31969,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.84,27426,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.8,27732,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.85,33263,Crop Loan
Wheat,Kalaburagi,Irrigated,3.45,25346,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.11,28814,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.27,29121,Crop Loan
Wheat,Kalaburagi,Irrigated,4.95,34054,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.4,30970,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.76,27571,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.16,34007,Crop Loan
Wheat,Kalaburagi,Irrigated,2.51,26708,Crop Loan
Wheat,Kalaburagi,Dryland,3.89,26786,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,4.38,26275,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.68,30036,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,1.51,28371,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.7,25627,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,4.64,30690,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.42,30305,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.55,29998,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.76,27571,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.5,33947,Crop Loan
Wheat,Kalaburagi,Irrigated,3.0,26837,Crop Loan
Wheat,Kalaburagi,Irrigated,4.43,29858,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.93,34337,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.35,26166,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.47,34425,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.08,28940,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.83,25989,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.42,28073,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.34,34320,Crop Loan
Wheat,Kalaburagi,Dryland,2.07,25055,Crop Loan
Wheat,Kalaburagi,Irrigated,3.7,25627,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,4.08,26674,Crop Loan
Wheat,Kalaburagi,Dryland,4.04,34713,Crop Loan
Wheat,Kalaburagi,Dryland,2.94,31487,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,1.85,29367,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,1.86,29335,Crop Loan
Wheat,Kalaburagi,Dryland,3.04,28399,Crop Loan
Wheat,Kalaburagi,Irrigated,4.77,33381,Crop Loan
Wheat,Kalaburagi,Dryland,2.83,25989,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,4.62,25314,Crop Loan
Wheat,Kalaburagi,Irrigated,1.52,29459,Crop Loan
Wheat,Kalaburagi,Dryland,3.2,33719,Crop Loan
Wheat,Kalaburagi,Irrigated,4.34,28160,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.79,25619,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.71,32029,Crop Loan
Wheat,Kalaburagi,Dryland,3.36,29250,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,4.64,30690,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,1.87,27815,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.87,28781,Crop Loan
Wheat,Kalaburagi,Dryland,4.49,33163,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.21,34910,Crop Loan
Wheat,Kalaburagi,Dryland,2.53,31495,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.87,31969,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.55,32615,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.87,33097,Crop Loan
Wheat,Kalaburagi,Dryland,3.34,27505,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.28,30467,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.43,34465,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.8,32873,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.2,26396,Crop Loan
Wheat,Kalaburagi,Dryland,2.12,27724,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,4.92,27031,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.8,27732,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.24,33880,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.73,27333,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,4.71,26850,Crop Loan
Wheat,Kalaburagi,Irrigated,1.87,29764,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.68,30036,PM Kisan Loan
Wheat,Kalaburagi,Dryland,3.34,27505,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,1.86,28051,PM Kisan Loan
Wheat,Kalaburagi,Dryland,2.2,34967,Crop Loan
Wheat,Kalaburagi,Irrigated,1.97,31592,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,3.59,34193,PM Kisan Loan
Wheat,Kalaburagi,Irrigated,2.02,29185,PM Kisan Loan
Wheat,Kalaburagi,Dryland,1.97,34716,PM Kisan Loan
Wheat,Kalaburagi,Dryland,4.49,33163,PM Kisan Loan
Beekeeping,Kodagu,Dryland,0.53,68718,Apiculture Loan
Coffee,Kodagu,Wetland,0.85,69504,Plantation Development Loan
Beekeeping,Kodagu,Forest edge,1.17,56437,Apiculture Loan
Coffee,Kodagu,Black cotton soil land,1.23,73721,NABARD Loan
Beekeeping,Kodagu,Forest edge,1.83,53241,Apiculture Loan
Beekeeping,Kodagu,Dryland,1.78,64146,Agri Clinic Loan
Coffee,Kodagu,Black cotton soil land,1.49,69500,NABARD Loan
Beekeeping,Kodagu,Dryland,0.53,67239,Agri Clinic Loan
Coffee,Kodagu,Black cotton soil land,0.69,71729,Plantation Development Loan
Beekeeping,Kodagu,Forest edge,1.82,55331,Agri Clinic Loan
Beekeeping,Kodagu,Dryland,1.89,61487,Apiculture Loan
Beekeeping,Kodagu,Forest edge,1.34,64495,Agri Clinic Loan
Beekeeping,Kodagu,Forest edge,0.79,57951,Apiculture Loan
Beekeeping,Kodagu,Forest edge,0.79,58529,Apiculture Loan
Coffee,Kodagu,Black cotton soil land,0.55,61981,Plantation Development Loan
Coffee,Kodagu,Wetland,0.51,85280,Plantation Development Loan
Beekeeping,Kodagu,Forest edge,1.25,69747,Apiculture Loan
Beekeeping,Kodagu,Forest edge,1.34,64495,Agri Clinic Loan
Beekeeping,Kodagu,Dryland,1.67,61468,Apiculture Loan
Beekeeping,Kodagu,Forest edge,1.8,53206,Agri Clinic Loan
Beekeeping,Kodagu,Dryland,1.36,53269,Apiculture Loan
Coffee,Kodagu,Wetland,0.6,65108,Horticulture Loan
Beekeeping,Kodagu,Dryland,1.97,65221,Apiculture Loan
Beekeeping,Kodagu,Dryland,1.52,56145,Apiculture Loan
Beekeeping,Kodagu,Forest edge,0.87,55319,Apiculture Loan
Beekeeping,Kodagu,Dryland,1.5,61725,Agri Clinic Loan
Beekeeping,Kodagu,Dryland,0.65,57978,Agri Clinic Loan
Beekeeping,Kodagu,Forest edge,0.52,57547,Agri Clinic Loan
Coffee,Kodagu,Black cotton soil land,1.55,75752,NABARD Loan
Beekeeping,Kodagu,Dryland,1.42,55185,Agri Clinic Loan
Beekeeping,Kodagu,Dryland,1.22,55198,Agri Clinic Loan
Beekeeping,Kodagu,Forest edge,0.99,59635,Apiculture Loan
Beekeeping,Kodagu,Dryland,1.78,64146,Agri Clinic Loan
Coffee,Kodagu,Wetland,1.67,66838,Plantation Development Loan
Beekeeping,Kodagu,Dryland,1.42,55185,Agri Clinic Loan
Beekeeping,Kodagu,Forest edge,1.5,51370,Apiculture Loan
Beekeeping,Kodagu,Dryland,1.6,51280,Apiculture Loan
Beekeeping,Kodagu,Forest edge,1.71,64369,Agri Clinic Loan
Coffee,Kodagu,Black cotton soil land,1.83,87077,Plantation Development Loan
Beekeeping,Kodagu,Forest edge,1.48,54540,Agri Clinic Loan
Beekeeping,Kodagu,Dryland,0.61,61376,Apiculture Loan
Beekeeping,Kodagu,Forest edge,1.83,53241,Apiculture Loan
Beekeeping,Kodagu,Dryland,0.77,69464,Agri Clinic Loan
Beekeeping,Kodagu,Forest edge,1.17,56437,Apiculture Loan
Beekeeping,Kodagu,Dryland,1.85,59383,Apiculture Loan
Beekeeping,Kodagu,Dryland,0.67,59395,Agri Clinic Loan
Coffee,Kodagu,Wetland,0.65,79387,Horticulture Loan
Coffee,Kodagu,Wetland,1.57,84603,Plantation Development Loan
Coffee,Kodagu,Wetland,1.05,85641,NABARD Loan
Beekeeping,Kodagu,Dryland,1.5,61725,Agri Clinic Loan
Coffee,Kodagu,Black cotton soil land,1.92,87004,Horticulture Loan
Beekeeping,Kodagu,Dryland,1.99,65299,Apiculture Loan
Coffee,Kodagu,Wetland,1.7,68584,Plantation Development Loan
Coffee,Kodagu,Wetland,1.0,89166,Plantation Development Loan
Coffee,Kodagu,Black cotton soil land,0.78,61803,Plantation Development Loan
Beekeeping,Kodagu,Dryland,1.55,56632,Agri Clinic Loan
Beekeeping,Kodagu,Forest edge,1.59,61766,Apiculture Loan
