CropType,Location,LandType,LandSize,Income,LoanName
Tea,Chikkamagaluru,Hill slope,2.36,72878,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.05,76863,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.68,99888,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.36,75923,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.58,82610,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.35,99225,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.06,99681,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.19,92694,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.71,73613,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.3,72385,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.4,70056,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.85,95087,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.07,94091,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.07,84766,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.79,88901,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.06,71089,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.8,78438,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.97,92620,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.74,85190,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.68,76493,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.48,93334,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.14,75885,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.71,93287,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.81,92737,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.94,86045,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.21,98612,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.01,91677,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.23,82991,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.14,75716,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.52,89162,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.21,95712,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.36,92024,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.94,83146,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.04,70146,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.63,79088,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.05,86801,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.32,88183,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.05,97738,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.7,77416,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.39,85018,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.33,76790,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.25,86338,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.37,76168,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.24,76319,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.17,92165,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.98,75209,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.06,82233,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.17,93928,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.53,79499,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.33,70041,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.2,74574,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.51,89034,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.37,75681,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.08,90886,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.0,77688,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.14,75716,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.09,92468,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.36,92024,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.28,92310,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.09,78895,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.0,87304,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.97,88376,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.71,83999,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.24,76755,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.42,89818,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.07,70239,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.51,82766,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.0,87304,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.21,95712,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.1,92416,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.26,96639,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.89,91932,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.14,94243,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.9,83297,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.09,78895,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.21,70721,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.02,98937,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.64,94097,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.24,73948,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.15,78194,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.08,90886,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.62,89393,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.39,85018,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.85,92193,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.44,79764,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.5,87137,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.41,98408,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.51,80066,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.94,82588,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.28,77289,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.15,78194,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.53,84821,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.52,72007,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.52,72007,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.03,90045,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.53,72716,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.71,76962,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.0,79104,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.52,89162,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.98,73424,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.05,97738,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.71,76962,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.08,75431,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.51,80066,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.71,93287,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.46,84940,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.46,70843,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.38,74509,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.01,80192,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.19,92694,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.93,80654,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.4,73628,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.61,98825,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.49,96369,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.21,76314,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.44,79764,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.97,72478,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.82,97987,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.05,81713,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.54,98040,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.7,77416,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.71,76962,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.05,86801,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.46,84940,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.58,82610,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.29,89390,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.47,81637,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.83,73584,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.22,74024,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.99,80117,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.22,73101,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.41,70092,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.53,72716,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.3,72385,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.4,86376,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.01,92659,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.81,92737,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.62,81029,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.06,71089,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.62,99462,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.85,95087,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.37,72997,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.39,82495,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.07,95740,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.38,74509,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.36,84568,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.13,86434,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.9,88574,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.08,85996,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.58,82610,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.06,99681,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.26,96639,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.24,73948,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.53,84821,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.93,96144,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.3,72385,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.52,89162,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.04,97885,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.19,92694,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.62,89393,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.22,82009,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.51,82766,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.08,90886,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.37,87590,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.23,95187,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.46,83440,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.9,88574,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.26,92367,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.19,75570,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.97,88376,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.08,75431,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.36,82218,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.33,70041,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.32,88183,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.95,92711,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.55,96567,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.33,70041,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.94,90441,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.03,88305,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.53,95904,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.07,96425,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.4,86376,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.22,74024,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.01,74780,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.05,86801,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.17,93928,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.48,93334,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.99,72203,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.4,70056,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.05,97738,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.94,70492,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.15,99301,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.53,79499,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.37,75681,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.4,73628,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.94,86045,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.05,97738,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.36,84568,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.46,90797,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.06,71089,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.5,89831,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.5,87137,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.94,91652,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.62,81029,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.22,74024,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.44,76125,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.93,91758,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.36,82218,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.09,96610,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.27,98299,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.68,99888,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.37,72997,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.82,72048,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.16,79016,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.37,75681,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.71,83999,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.11,74782,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.41,70092,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.78,98622,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.05,81713,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.26,92367,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.17,93928,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.36,92993,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.18,78808,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.79,88901,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.28,77289,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.05,97738,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.7,86867,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.12,74323,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.68,76493,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.26,78800,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.8,72950,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.26,84687,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.99,72203,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.17,93928,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.95,92711,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.13,86434,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.49,80903,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.94,92406,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.41,70092,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.33,93669,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.21,70721,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.11,95107,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.47,81637,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.94,92406,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.01,92659,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.23,82991,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.9,88574,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.2,74574,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.09,88623,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.66,93713,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.39,85891,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.0,87304,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.09,78895,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.51,80066,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.28,77289,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.82,72048,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.93,96144,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.17,93928,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.39,95067,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.9,88574,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.7,71628,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.36,72878,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.51,80066,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.4,73628,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.33,70041,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.37,87590,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.09,96610,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.31,98364,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.6,82364,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.46,78671,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.79,76557,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.04,97885,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.02,98937,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.17,93928,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.07,96425,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.71,93287,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.93,96144,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.63,79088,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.26,78800,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.38,74509,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.24,76319,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.37,80364,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.07,94091,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.97,70363,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.71,71495,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.15,78194,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.31,99548,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.24,76319,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.45,93957,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.25,80370,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.85,95087,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.45,88307,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.79,88901,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.68,76493,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.66,80545,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.22,73101,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.12,74323,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.71,71495,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.7,77416,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.13,91397,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.8,72950,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.05,86801,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.02,98937,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.31,99548,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.79,76557,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.39,85018,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.46,83440,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.37,72997,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.16,88239,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.79,78841,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.29,95164,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.21,98612,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.39,82495,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.67,72300,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.91,83437,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.94,90441,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.44,80325,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.27,76495,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.41,95836,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.83,73751,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.44,79916,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.17,93928,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.16,79699,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.11,84682,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.46,89920,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.9,83137,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.11,95107,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.37,76168,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.26,92367,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.94,91652,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.5,98484,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.67,94660,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.5,89831,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.48,93334,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.04,70146,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.68,99888,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.37,77511,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.36,75923,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.08,78180,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.41,70092,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.41,98408,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.41,98408,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.71,71495,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.27,98299,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.39,82495,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.09,78895,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.75,72616,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.02,89425,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.17,99949,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.53,79499,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.61,90211,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.51,87925,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.43,94229,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.11,91128,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.86,73215,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.68,76493,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.75,72616,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.36,92024,NABARD Refinance Scheme
